repo,merge,commits_p1,commits_p2,files_p1,files_p2,overlap_files,overlap_ratio,authors_p1,authors_p2,churn_p1,churn_p2,conflict_files,code_conflict,label
commons-lang,08d28f59526b058221be974e55dcf24ea0fbe0e7,2,6,10,29,2,0.0541,1,4,76,244,,0,0
commons-lang,6681a34d25b63a47c2d619ae0466825304ea9b1f,1,12,3,10,1,0.0833,1,2,89,168,src/changes/changes.xml,0,1
commons-lang,fb45bd7f2c1a8097eadb6b4a6bc9f16c03422a5b,1,1,2,1,0,0.0,1,1,44,2,,0,0
commons-lang,e852e8088e0485e2214efe0f10400aa9d931eaef,2,1,3,1,0,0.0,1,1,28,2,,0,0
commons-lang,38d13dddadc2876fde6134e094f5eac8bc792614,1,4,1,4,0,0.0,1,1,16,22,,0,0
commons-lang,4a8aa9e7243e7df4e5ebca91b85209bd69c875fb,2,4,1,3,0,0.0,1,1,27,74,,0,0
commons-lang,4b621c8c031265e4ca1749474c701b198a54e587,1,50,1,32,0,0.0,1,4,3,768,,0,0
commons-lang,c49dc4893fd48964e5b88eabe0c7854a15033b4f,4,2,3,1,1,0.3333,2,1,10,4,,0,0
commons-lang,69e3ba4188ae857eeb05a36a5e7b30fac344c905,1,7,1,8,0,0.0,1,3,3,137,,0,0
commons-lang,8f579b4f3074b79c44771ce6c6dec1d253401f50,3,1,2,4,0,0.0,1,1,31,72,,0,0
commons-lang,977e1008fb13ddcf0465324426c38e96b6194553,1,4,10,1,0,0.0,1,1,56,4,,0,0
commons-lang,535ec32c680a6581739a41bf97ecb8b8718c73b8,2,3,2,5,2,0.4,1,1,6,39,,0,0
commons-lang,c8bfb687e4974e7514f51ff78e8aae75205c3735,1,2,1,1,0,0.0,1,1,26,433,,0,0
commons-lang,18ce3b473018d1d7da90c0b5b563c97bf030b1a4,1,1,1,1,0,0.0,1,1,433,2,,0,0
commons-lang,0a98b934d234782f33e71f762b66f1d8b79f0f8f,1,1,3,1,0,0.0,1,1,28,2,,0,0
commons-lang,2f28cef08f0668004d003f2695e9845f37c1f0ee,1,5,1,6,0,0.0,1,2,2,23,,0,0
commons-lang,be6501ef4af31302646012e31ea3bbc891b1032b,1,2,1,4,0,0.0,1,1,5,14,,0,0
netty,79fc7f96f6dbce637ab745ac90290455af21c54c,4,15,22,9,0,0.0,2,4,406,77,,0,0
netty,64588eb53274d2d47979fa5b542d623e37843d93,1008,14,3987,32,19,0.0047,87,3,614698,488,.github/workflows/ci-build.yml;.github/workflows/ci-deploy.yml;.github/workflows/ci-pr.yml;.github/workflows/ci-release.yml;codec-classes-quic/pom.xml;codec-native-quic/pom.xml;docker/docker-compose.centos-7.yaml;pom.xml;testsuite-native-image/pom.xml,0,1
netty,9c4eeaa32bdd7119d255c44b107647020f16f34e,95,1,119,43,0,0.0,9,1,23069,1243,,0,0
netty,76c2c06922f6749cbc8ac733925275e726caff0c,94,15,119,185,5,0.0167,9,6,23069,5516,,0,0
netty,4b9c6f4582e43d0b8602c944ac1872169c431266,90,16,119,42,1,0.0063,9,4,23069,1254,,0,0
netty,9e67e9f43878692a8473af9774df627e68309a42,89,15,119,84,6,0.0305,9,6,23069,2844,.github/workflows/ci-release-4.2.yml,0,1
netty,af11c51ce576c4ce1918f2e8e1a342a765ad9219,88,16,119,42,2,0.0126,9,5,23069,1181,.github/workflows/ci-release-4.2.yml,0,1
netty,08abd189ce118b0adb9a67a64afe49eb66584b62,83,19,121,120,3,0.0126,9,5,23113,1725,,0,0
netty,3d0228a2d3ae407c65a0800365efc379711ccc50,82,13,121,32,3,0.02,9,5,23113,967,,0,0
netty,1cb45c608627e668d8dcc7f98833fa8a421d3d59,81,3,121,3,0,0.0,9,3,23113,108,,0,0
netty,18a444c220d878d65ff67e222aee55bc57389f72,950,3,3952,2,1,0.0003,82,3,613968,18,codec-http3/pom.xml,0,1
netty,6b99132f60d5cee2d5f797458427b48ccc037241,1,2,114,2,0,0.0,1,2,0,18,,0,0
netty,464213c354cb21caa1bf13a43e3430160c8b00bf,74,12,121,96,3,0.014,8,3,23113,958,.github/workflows/ci-release-4.2.yml,0,1
netty,ded5a30e026a32ff346bcf860eda72ed4fd65c19,73,2,121,2,0,0.0,8,2,23113,3,,0,0
netty,cf5cff8a3fc2f9d9a4181d5f0b06d0ad325605a0,70,73,121,240,3,0.0084,8,10,23108,4327,.github/workflows/ci-release-4.2.yml,0,1
netty,06b0741189f9e39e5db533401047c0c8951fe789,758,10,3840,7,5,0.0013,74,2,584964,103,codec-classes-quic/pom.xml;codec-native-quic/pom.xml;pom.xml;testsuite-native-image/pom.xml,0,1
netty,c9321a159a5d17216ca8122dd914394594674b51,7,18,3,24,0,0.0,2,5,110,158,,0,0
netty,f3c256ba68e061da02201d7353de0ec4b2d53c05,737,5,3840,8,5,0.0013,72,1,584886,348,.github/workflows/ci-deploy.yml;.github/workflows/ci-pr-reports.yml;.github/workflows/ci-pr.yml;.github/workflows/ci-release.yml;pom.xml,0,1
netty,dc1829a992d9c27139fe22501344d73a2e330cb3,1,166,1,179,0,0.0,1,12,4,29462,,0,0
netty,281298d55e5c67ffcd9bd151f1cfcbea395d1e28,164,1,179,1,1,0.0056,12,1,29455,6505,,0,0
netty,192cab05ca8207735ca1ea79901562b3f33a4cd8,672,3,3821,2,2,0.0005,68,1,589272,14,,0,1
netty,4a578904993ca115bb92b2fc7a5e3c5cd94340a8,155,7,178,61,3,0.0127,12,5,29446,238,,0,0
commons-io,7a7e8a5f42686947f57f252577699c430970194b,1,1,2,2,0,0.0,1,1,172,428,,0,0
commons-io,cfc7a99f43d3fee6c347b534b66c3f4178181cc5,1,2,1,1,0,0.0,1,1,1,4,,0,0
commons-io,b5bc19048c8de0dd9f813bbc0592d76983fbb18d,3,2,2,1,0,0.0,1,1,8,4,,0,0
commons-io,8b290be602ce34e58ac72e2e79340241d1b7c765,1,5,1,5,0,0.0,1,3,7,18,,0,0
commons-io,809c173c64cea583b329f87ed4394d68114ad1c2,1,2,1,2,0,0.0,1,2,2,3,,0,0
commons-io,121db2954f1dfac4ea1300a83d3f9527e8e28fd8,1,8,2,12,2,0.1667,1,3,7,68,,0,0
commons-io,2350e6d82d86f8720cc7edcbbb114f35cfd67176,1,2,1,1,1,1.0,1,1,2,4,,0,0
commons-io,d23228f4a94bd070b0505e5a528da1413915c8a4,1,2,1,2,0,0.0,1,2,1,5,,0,0
commons-io,909dc0f9aa1874aafc2c6f54d11946199983a0d5,1,2,1,239,0,0.0,1,1,51,5358,,0,0
commons-io,e28f97685236891636342d386b63b7dd116fe846,5,2,1,1,0,0.0,1,1,50,286,,0,0
commons-io,4e2320ccec92ea06ffee4774eda0970fae372442,2,1,2,1,0,0.0,1,1,10,6,,0,0
commons-io,5d854f34cb0c602b119f1ff95ffdb6a812fdcca5,2,2,3,1,0,0.0,1,1,10,4,,0,0
commons-io,c722fe80b9df938cdb3d949428ce51fe12ee88a3,1,1,2,1,0,0.0,1,1,29,11,,0,0
commons-io,4efa8cf29a9f4a35bc6bd347bfe50070e2916b1f,1,1,1,1,0,0.0,1,1,0,2,,0,0
commons-io,1dfa5367620b7bdf88c28add555c3ddc2be1d187,2,3,1,4,0,0.0,1,1,0,9,,0,0
commons-io,0ee29cea53f9f541b9921cd8fe2ddfa75ce10277,1,1,3,1,0,0.0,1,1,8,3,,0,0
commons-io,72ae92deb39d4ce1586b9bf25ed2fd4104348b7f,1,1,3,1,0,0.0,1,1,29,2,,0,0
commons-io,1d4ede072a7729b6e4267f25dbaddc0b3b456fd2,1,1,1,2,0,0.0,1,1,11,18,,0,0
commons-io,2ca87c10c6849c891ef7d698b511278fc51dfe77,1,3,1,4,0,0.0,1,2,35,12,,0,0
commons-io,44b355fca0c21f2e8f40757ee6a78a37d2807a20,8,1,12,1,0,0.0,1,1,305,2,,0,0
commons-io,2224df7b9de1dac7f1a809668c72b35412633c4d,1,2,3,3,0,0.0,1,1,223,10,,0,0
commons-io,82a8ef1b14a1055f777d24fac855080ca2893ea0,1,1,5,2,0,0.0,1,1,21,8,,0,0
commons-io,be60e48c4c673fb9a46e24ea4ade6bb45f44691d,2,2,1,2,0,0.0,1,2,8,5,,0,0
commons-io,86631315076f5d435c6c16630093ff78be15e39d,1,2,1,2,0,0.0,1,2,3,4,,0,0
commons-io,8ad6764d1e79e81ed37997706564ae28d268986c,1,5,1,5,0,0.0,1,3,3,45,,0,0
commons-io,24e5af4917c0f23651c727aba9773212dd4a5db7,1,2,2,2,2,1.0,1,2,4,4,,0,0
commons-io,b0b49492e08dcb0eb86facd7b74360175d221cfa,1,2,1,2,0,0.0,1,2,10,4,,0,0
commons-io,1bd12b55b019788c0cc58208ab7fde34d3d6b589,1,3,1,2,1,0.5,1,3,2,8,,0,0
commons-io,7df58926b00e29c78a6df607ad9f75fada4b5ab5,1,2,1,2,1,0.5,1,2,2,4,,0,0
commons-io,e751e2f8c34a4913f612fc42ced100b37abe2a4a,1,4,1,1,0,0.0,1,1,2,4,,0,0
commons-io,290d72eda9152d1e11b79d48453908ff3f6b9897,2,2,1,4,0,0.0,1,1,4,170,,0,0
commons-io,1a824eca1485f6106d8c5e439fe5fded6152a35b,1,3,1,6,1,0.1667,1,2,4,117,,0,0
commons-io,a01ac042ebb411836caf13fb85d2fbfb65e03c14,1,3,2,5,1,0.1667,1,1,4,21,,0,0
commons-io,cfd4d86033e5cee159dc869ccb61aa3afe5fa015,1,19,2,12,1,0.0769,1,3,6,547,,0,0
commons-io,063463f51f401a9b31c2e1a795590e650f4a223a,1,1,4,2,0,0.0,1,1,24,8,,0,0
commons-io,6e615bb8ca57d6dd62928fa134192cdef7c7b08e,1,2,3,4,0,0.0,1,1,20,57,,0,0
commons-io,29dc5ea043959aac66829275641e48b89e9b4be3,3,1,5,3,0,0.0,3,1,145,6,,0,0
commons-io,12453a3a65ff16a9f860b5465e78a2933195d03b,1,1,4,1,0,0.0,1,1,144,1,,0,0
commons-io,7bd05817d027627a85c73d68566fbcebf8b70670,6,4,29,1,1,0.0345,2,1,138,2,,0,0
commons-io,fe620a6a0466d54921cfe638db87e7d78eb21480,1,72,1,105,1,0.0095,1,5,2,2490,,0,0
commons-io,8247e9562e969128043d030b1cc555a1d0a150d6,2,6,1,6,0,0.0,1,4,31,133,,0,0
commons-io,872db158a2e806c649122ee47d33ee5fd97c5e59,1,4,1,3,0,0.0,1,1,4,29,,0,0
commons-io,41817d3cea3ae7ce675ef9129b03229d738f68f5,8,1,8,1,0,0.0,1,1,45,2,,0,0
commons-io,b507d7e60b3593288990dd9f570ab87bfcc65e17,1,2,9,2,1,0.1,1,1,46,10,,0,0
commons-io,e67946c81a55069dcd32dd588faa57dd1532455f,4,4,7,5,0,0.0,2,1,112,217,,0,0
commons-io,c3471687e0dd5065ad7ad3878a71fcf5a921c9a3,1,1,7,1,0,0.0,1,1,195,2,,0,0
commons-io,6921f87e35cfbd5d725011883b9d1c492f26b31d,2,3,0,1,0,0.0,1,1,0,2,,0,0
commons-io,9600e9afca238a447547f11cb9bf136ce0c5a663,1,3,2,4,2,0.5,1,1,2,9,,0,0
commons-io,266bcc4d5d0fbd230756539f93acd9fc5ddd2c5c,1,75,1,133,1,0.0075,1,5,2,2848,,0,0
commons-io,9ce4c8398bcddd0c7db96330162d470c5a4c061e,1,4,2,3,2,0.6667,1,3,4,11,,0,0
commons-io,b1842c0e0c5af94976ce6504c78e7ef6200abec9,1,1,3,3,0,0.0,1,1,125,6,,0,0
commons-io,f62bc91596d4fe9290ce022b0479cf1aaf5ef4f8,1,2,2,2,2,1.0,1,2,4,6,,0,0
commons-io,6b4e35dc7fa1993983d48f32cc7def314cb8d6c9,1,3,1,9,0,0.0,1,3,2,30,,0,0
commons-io,3ddd67183a6241ee628251bb60d37a7d304963e0,3,3,9,2,1,0.1,1,2,185,5,,0,0
commons-io,f8a80699363e4a1d749b0207d566f27b193a07cc,1,39,1,50,0,0.0,1,6,74,1310,,0,0
commons-io,750ec08f68fb45000d4f9c2592f43352bbb2e5f2,1,1,1,1,0,0.0,1,1,2,2,,0,0
commons-io,84628e28779d9b1f4d0b43d83c5056168085f096,1,1,1,2,0,0.0,1,1,40,4,,0,0
commons-io,c53cab56e5f078e2500970a01bdf1c7bf350fdaa,2,2,1,1,0,0.0,1,1,4,4,,0,0
commons-io,bc80b9ae48bc4e74781ef485e389f08fa5b788f1,2,1,1,2,1,0.5,1,1,2,4,,0,0
commons-io,42e76965c151d6c2be0fe3359c837e80bae9b3c2,1,1,1,1,0,0.0,1,1,2,2,,0,0
commons-io,81d825517ca90c2ef8a5e8d10ecf36ed95aad984,2,1,2,1,0,0.0,1,1,5,2,,0,0
commons-io,f9225c549de4f4c819bf9f925f04df3941f27f2c,1,1,1,1,0,0.0,1,1,3,2,,0,0
commons-io,92c5d8d36b1b37af85d9dcd214138b7f72cb2eb2,1,3,1,1,0,0.0,1,1,2,6,,0,0
commons-io,5e103b46a3ae581a1da7eaf3fced605aeea9c08d,1,1,1,1,0,0.0,1,1,2,2,,0,0
commons-io,c146a948b515bb0752047339afe0c94e4234c2a8,26,3,130,2,1,0.0076,2,1,14429,71,,0,0
commons-io,302c9d1ae9d44c677fc9f35cd9b3bfe2fe77bf08,1,1,1,1,0,0.0,1,1,2,2,,0,0
commons-io,c8130d72529c1b845c7f10aea7b6ef7fc2788c77,1,1,1,1,0,0.0,1,1,3,2,,0,0
commons-io,05176a75580307404fcd91ac380175daa9048fa2,48,2,79,1,1,0.0127,3,1,2759,2,,0,0
commons-io,eaf44e440db100c5222be7988ce4f14fb0aeb55c,1,1,1,1,0,0.0,1,1,3,2,,0,0
commons-io,369e45fe3b179bd44af9f19bc22187b3fa5a7fd3,1,1,1,1,0,0.0,1,1,3,2,,0,0
commons-io,b8690c086d18f38d86a06080422674d317e33f71,1,1,1,1,0,0.0,1,1,3,2,,0,0
commons-io,021879c4e8a80da4d814d6777d9dcbb215357e67,2,2,1,11,0,0.0,1,2,2,34,,0,0
commons-io,61d5459230d97432790585f3a738a804e7923119,1,1,1,1,0,0.0,1,1,5,2,,0,0
commons-io,2d7fef18c6ec90bd30d7e29a14a5967011a2fc4f,1,1,1,1,0,0.0,1,1,5,2,,0,0
commons-io,724125eff6608884b0ac1c59f62695ecf43e5c8a,1,1,1,1,0,0.0,1,1,2,2,,0,0
commons-io,d5bb4ec469995d9b3302397298fa3c59240b3019,1,1,1,1,0,0.0,1,1,3,2,,0,0
commons-io,77597df19476afa40244cb7d414a66971f817530,1,1,1,2,0,0.0,1,1,3,71,,0,0
commons-io,34ce9f0989e47daa9a7c821bbaaf84c138aa1117,2,1,1,3,1,0.3333,1,1,4,123,,0,0
commons-io,85737d13dae292040dd75293bfb6ee4a6b6c3f26,1,1,1,19,0,0.0,1,1,4,218,,0,0
commons-io,d3a51772915cff2b36aebf4622dd367ad60f6459,2,1,6,1,0,0.0,1,1,942,2,,0,0
commons-io,b803066005e1244932146aa904f05b420ca689a3,1,1,1,1,0,0.0,1,1,3,6,,0,0
commons-io,0fdef9fc5d5249a006712ba23829adb1f400a725,1,1,1,1,0,0.0,1,1,4,2,,0,0
commons-io,e64f29c6195fa036affbc3488aa28769742bb76e,1,3,1,2,0,0.0,1,2,36,7,,0,0
commons-io,01f92b184933bf8f333676f0b872cecb8e23466d,5,232,2,188,2,0.0106,1,11,9,7100,.travis.yml;pom.xml,0,1
commons-io,d59098202590aef21b614273c87b922c3cea51b1,1,1,1,1,0,0.0,1,1,2,2,,0,0
commons-io,7adaaca7002ac57031c4786ee5d3c1f98a2b4acf,1,1,1,1,0,0.0,1,1,16,2,,0,0
commons-io,c244009bedb5c0a018d5402d9241f0f1eac3ef84,1,1,1,1,0,0.0,1,1,2,2,,0,0
commons-io,93eada500cdfd4e3f44914e81c378814555fdb2b,52,1,51,1,0,0.0,2,1,1227,4,,0,0
commons-io,257d6f423ec5e3e15e136b72fd686c49208b1aa1,1,1,1,1,1,1.0,1,1,9,6,,0,0
commons-io,71bfef486b2e7713947e317ea843dc15f533a785,1,3,1,6,0,0.0,1,1,14,66,,0,0
commons-io,2bb2ab0b322e65bbd7b4d88c71c17e7b8465ffa7,3,1,3,1,0,0.0,1,1,6,2,,0,0
commons-io,dc1348ea72a83ca291309bd3aa79043e15304ced,4,1,3,1,0,0.0,1,1,82,2,,0,0
commons-io,761605b23c4dba3ad0e6df164a7941fa46ae6139,1,4,6,6,6,1.0,1,1,23,23,,0,0
commons-io,e85750d2f8bb9f28a4dc2b32b625e2dfdeb8c015,58,4,75,6,2,0.0253,7,1,1264,23,src/test/java/org/apache/commons/io/input/SequenceReaderTest.java,1,1
commons-io,76573da120a550720f17d9f1cd6fa7af98fb2fb1,1,2,1,2,0,0.0,1,1,6,4,,0,0
commons-io,2fd345578627290e3e6e713a1e1ea1b540f756f7,1,1,1,2,0,0.0,1,1,3,10,,0,0
commons-io,a9e8244e42a3c746c27db06544d027fb897fe17e,1,1,1,1,0,0.0,1,1,9,4,,0,0
commons-io,58b0f795b31482daa6bb5473a8b2c398e029f5fb,1,1,5,1,1,0.2,1,1,536,3,,0,0
commons-io,e5f5eac9e65620e4697b922e0f49b7bbdb90695e,1,1,1,1,0,0.0,1,1,86,40,,0,0
commons-io,cfb682e9da63f308d26e547bb7d0b350ef3eda42,2,2,2,0,0,0.0,1,1,41,0,,0,0
commons-io,748eef8b96068cadc45894967f58f015860afb1b,1,1,4,3,3,0.75,1,1,96,91,,0,0
commons-io,2c30851e4de51181b018a4e0d6605ee2c9776695,1,1,4,3,3,0.75,1,1,96,91,,0,0
commons-io,5e2ace28efe0476feb6a32794fe6b5e90e71eb7e,1,1,1,1,1,1.0,1,1,8,8,,0,0
commons-io,5f88079956ba7fc4551a5fc51dc28d82e33dc65f,49,2,207,2,2,0.0097,6,2,3858,6,src/changes/changes.xml,0,1
commons-io,958657f3c7cdf1f1d81a139b312c032020d582f0,2,3,2,22,1,0.0435,1,1,35,347,,0,0
commons-io,4f6b009a28ab7203260330bd93384ef5c07fd062,1,1,1,1,0,0.0,1,1,4,21,,0,0
commons-io,f00d97a6cea0a08c8112ffb8bd0b6847373899ae,1,10,1,15,0,0.0,1,2,2,269,,0,0
commons-io,703228a3d40881ea52faada723726b05f6d77b8a,29,1,144,2,2,0.0139,4,1,1864,6,,0,0
